,name,id,jk,activation,gnn_layers,architecture,learning_rate,hidden_channels,selected_extra_feature,target,train_loss,val_loss,eval_loss,best_train_loss,best_val_loss,train_acc,val_acc,eval_accuracy,best_train_accuracy,best_val_accuracy,mean_error,mean_abs_error,std_error,duration
63,lyric-sweep-5049,cq0gqkoz,none,elu,3,GATLinNet,0.0001,64,none,true_labels_all_padded,0.21006314158439637,0.21175025999546052,0.21310245990753177,0.20983266830444336,0.2115170806646347,46.33830261230469,46.543601989746094,45.57952499389648,46.33830261230469,46.543601989746094,none,none,none,546.254676877521
64,happy-sweep-5047,cf490tsi,none,elu,3,GATLinNet,0.001,64,true_probability,true_labels_all_padded,0.08661294952034951,0.08759342655539512,0.1928972452878952,0.08650992810726166,0.08750170469284058,77.43897247314453,77.4501724243164,61.22519302368164,77.43897247314453,77.4501724243164,none,none,none,551.2382681249874
65,smooth-sweep-5048,hdiv8ll4,none,elu,3,GATLinNet,0.001,64,noisy_probability,true_labels_all_padded,0.09927609488368036,0.09991374239325523,0.19616574048995972,0.09885306656360626,0.0994790494441986,75.29613494873047,75.3534164428711,53.387229919433594,75.29613494873047,75.3534164428711,none,none,none,553.9507504929788
66,autumn-sweep-5046,56hfe8fq,none,elu,3,GATLinNet,0.001,64,predicted_probability,true_labels_all_padded,0.15402524918317795,0.15432929396629333,0.15773139894008636,0.15381380915641785,0.15412424504756927,61.68833541870117,61.75695037841797,61.099822998046875,62.1091194152832,62.461631774902344,none,none,none,541.7455724794418
67,smooth-sweep-5045,f0xm9z38,none,elu,3,GATLinNet,0.001,64,none,true_labels_all_padded,0.1802125930786133,0.18255099952220916,0.18385948240756989,0.1798921674489975,0.1821637600660324,56.10139465332031,56.30107116699219,54.5804328918457,56.10139465332031,56.30107116699219,none,none,none,551.1605928298086
68,stoic-sweep-5044,k4gk386i,none,elu,3,GATLinNet,0.01,64,noisy_probability,true_labels_all_padded,0.08227641656994819,0.08375486955046654,0.1719292551279068,0.08087130635976791,0.08225249499082565,83.43373107910156,83.1740951538086,61.77424240112305,83.43373107910156,83.35567474365234,none,none,none,545.4577911477536
69,laced-sweep-5043,k7hz8ny0,none,elu,3,GATLinNet,0.01,64,true_probability,true_labels_all_padded,0.07111451849341392,0.07317546159029006,0.1776556819677353,0.07094813883304596,0.07301207631826401,85.96564483642578,86.00146484375,68.3411865234375,86.10254669189453,86.13549041748047,none,none,none,544.5029859701172
70,mild-sweep-5041,9zde0v1g,none,elu,3,GATLinNet,0.01,64,none,true_labels_all_padded,0.1624971479177475,0.1667639151215553,0.16837528347969055,0.1615086793899536,0.1656726449728012,57.50209045410156,57.30837631225586,56.56910705566406,57.64619827270508,57.481300354003906,none,none,none,548.5882832068019
71,charmed-sweep-5042,pelkvsd5,none,elu,3,GATLinNet,0.01,64,predicted_probability,true_labels_all_padded,0.14269852489233018,0.14524872303009034,0.14115484058856964,0.13675156235694885,0.13959790766239166,68.1759262084961,68.25039672851562,66.3049545288086,68.1759262084961,68.25039672851562,none,none,none,560.6687068194151
72,copper-sweep-5028,ct7kymvq,none,elu,3,GATLinNet,0.0001,32,noisy_probability,true_labels_all_padded,0.16317209154367446,0.16357516944408418,0.2104793041944504,0.16231349110603333,0.1627180427312851,49.74781799316406,49.78600311279297,42.79538345336914,49.74781799316406,49.78600311279297,none,none,none,466.8228068584576
73,usual-sweep-5027,s9zrvkwj,none,elu,3,GATLinNet,0.0001,32,true_probability,true_labels_all_padded,0.16224807351827622,0.16175140142440797,0.208995521068573,0.16144008934497833,0.16094279289245603,49.561920166015625,49.67359924316406,42.77809143066406,49.561920166015625,49.67359924316406,none,none,none,467.2032481264323
74,vivid-sweep-5026,8bp43r92,none,elu,3,GATLinNet,0.0001,32,predicted_probability,true_labels_all_padded,0.214471772313118,0.21408695429563523,0.21689313650131223,0.21392011642456055,0.2135311663150787,42.2457275390625,42.45817184448242,41.364402770996094,42.2457275390625,42.45817184448242,none,none,none,466.31412016414106
75,noble-sweep-5025,81g01w1k,none,elu,3,GATLinNet,0.0001,32,none,true_labels_all_padded,0.23420722782611847,0.23403831869363784,0.23608270287513733,0.23385398089885712,0.2336862236261368,37.53062057495117,38.29925537109375,37.09740447998047,37.53062057495117,38.29925537109375,none,none,none,455.7166244148975
76,breezy-sweep-5024,o32zdruh,none,elu,3,GATLinNet,0.001,32,noisy_probability,true_labels_all_padded,0.09830604046583176,0.0992659792304039,0.19044743478298187,0.09821504354476927,0.0991823673248291,76.56281280517578,76.4342269897461,55.535858154296875,76.5728988647461,76.4342269897461,none,none,none,453.1239626179449
77,elated-sweep-5023,jw4zo9ht,none,elu,3,GATLinNet,0.001,32,true_probability,true_labels_all_padded,0.08479324504733085,0.08656451478600502,0.18162158131599423,0.08471813797950745,0.08649276196956635,78.1566162109375,77.7225341796875,63.33491897583008,78.1566162109375,77.7225341796875,none,none,none,454.4918741248548
78,vital-sweep-5022,w4rlbs6z,none,elu,3,GATLinNet,0.001,32,predicted_probability,true_labels_all_padded,0.15240174829959868,0.1532461389899254,0.1577371209859848,0.15231435000896454,0.15316148102283478,62.98527145385742,63.16199493408203,62.55674362182617,63.13802719116211,63.434349060058594,none,none,none,453.302405139897
79,honest-sweep-5021,jmf9zirc,none,elu,3,GATLinNet,0.001,32,none,true_labels_all_padded,0.1866887032985687,0.18797557502985,0.19098666310310364,0.1863468885421753,0.1876503825187683,52.88641357421875,53.0846061706543,51.999481201171875,53.51759719848633,53.79793548583984,none,none,none,458.3864853749983
80,efficient-sweep-5020,nbw2nqaz,none,elu,3,GATLinNet,0.01,32,noisy_probability,true_labels_all_padded,0.08150947690010071,0.08233490213751793,0.16535578668117523,0.08058516681194305,0.08155228942632675,82.81983947753906,82.54722595214844,64.50218200683594,83.91935729980469,83.49401092529297,none,none,none,457.16892172954977
81,stellar-sweep-5019,i5qcf1pp,none,elu,3,GATLinNet,0.01,32,true_probability,true_labels_all_padded,0.06958037763833999,0.07210866138339042,0.17862017452716827,0.06911817193031311,0.07159829139709473,86.58961486816406,86.00146484375,67.59759521484375,86.7841567993164,86.16143035888672,none,none,none,462.1894661518745
82,driven-sweep-5018,vse608yi,none,elu,3,GATLinNet,0.01,32,predicted_probability,true_labels_all_padded,0.13385980278253556,0.13604313284158706,0.13903690874576569,0.13362792134284973,0.1357974410057068,67.70902252197266,67.70999908447266,67.33820343017578,69.13710021972656,69.31390380859375,none,none,none,457.6859240909107
83,decent-sweep-5017,64xybvej,none,elu,3,GATLinNet,0.01,32,none,true_labels_all_padded,0.16795840561389924,0.17279784977436066,0.17351676523685455,0.1672189235687256,0.17189598083496094,57.44156646728515,57.252174377441406,56.55613708496094,57.99204635620117,58.013057708740234,none,none,none,454.4224874638021
84,floral-sweep-5004,bbwps3v5,none,elu,3,GATLinNet,0.0001,16,noisy_probability,true_labels_all_padded,0.19916407465934757,0.19952453523874283,0.2303815633058548,0.19828848540782928,0.1986501067876816,39.135948181152344,39.427608489990234,34.35649108886719,39.135948181152344,39.427608489990234,none,none,none,404.17134045495186
85,proud-sweep-5003,nd8pyhfm,none,elu,3,GATLinNet,0.0001,16,true_probability,true_labels_all_padded,0.1901809737086296,0.18995406180620197,0.22785703837871552,0.1893090009689331,0.18907873332500455,40.54673385620117,40.93208312988281,34.308937072753906,40.54673385620117,40.93208312988281,none,none,none,402.4536570319906
86,jumping-sweep-5002,w9ifthkn,none,elu,3,GATLinNet,0.0001,16,predicted_probability,true_labels_all_padded,0.2341538429260254,0.23400840312242507,0.23586542904376984,0.2336067408323288,0.23346003890037537,34.59088897705078,34.71963882446289,33.90687561035156,34.59088897705078,34.71963882446289,none,none,none,402.1784696057439
